gene_symbol,de_score,de_celltypes,n_de_celltypes,max_log2fc,min_padj,pathway_score,n_pathways,pathway_names,lr_score,n_lr_interactions,lr_pairs,specificity_score,genetic_score,ot_genetic_score,has_genetic_evidence,druggability_score,convergence_bonus,composite_score,priority_tier,rank
TALDO1,0.23398000705521066,Kupffer_cells,1,1.1468231863793323,0.0445480999589229,0.21999999999999997,21,Spermatogenesis; Glycolysis; Adipogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12979600141104214,LOW,582
TUBB4B,0.23615398230360485,Kupffer_cells,1,0.8947715220185765,0.0112844775010557,0.0,0,,0.0,0,,0.5,0.05174117965585824,0.0,False,0.1293529491396456,False,0.12956903374563236,LOW,583
RND3,0.3808659822801149,Kupffer_cells,1,1.9599199902511504,0.0101768034017182,0.02,1,UV Response Dn,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.129173196456023,LOW,584
ANKRD44,0.39460436971211,Sinusoidal_endothelial,1,2.115785829734089,0.0133354229084452,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12892087394242202,LOW,585
MYO5C,0.3941501705124618,Scar-associated_endothelial_ACKR1pos,1,2.353877702663356,0.0458849043483121,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12883003410249239,LOW,586
FLNA,0.36369557281722464,Sinusoidal_endothelial,1,1.7066811481786108,0.0053830931308324,0.04,17,Epithelial Mesenchymal Transition; Allograft Rejection; Mitotic Spindle,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12873911456344495,LOW,587
MSR1,0.24294674682515968,Kupffer_cells,1,0.9706840947793498,0.0128222228041439,0.2,3,Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12858934936503194,LOW,588
PDLIM3,0.37782681937608287,Sinusoidal_endothelial,1,2.122451433279169,0.0262690933816192,0.02,6,Estrogen Response Late; UV Response Up; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12856536387521658,LOW,589
PLAC9,0.39276272272727536,Scar-associated_endothelial_ACKR1pos,1,2.0330778391463515,0.0093735775090684,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12855254454545506,LOW,590
ADH1B,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.38287723774935106,0.5739594373064515,True,0.21883135606960546,False,0.12854401284777858,LOW,591
TNK2,0.39250922050975756,Scar-associated_endothelial_ACKR1pos,1,2.253000221077383,0.0291639816376091,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12850184410195153,LOW,592
OLFML2A,0.3903244719574516,Scar-associated_endothelial_ACKR1pos,1,2.2380161206318427,0.0293738782867953,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12806489439149032,LOW,593
CPE,0.38978300080949596,Scar-associated_endothelial_ACKR1pos,1,2.285796507009396,0.0382969728167796,0.0,9,Cholesterol Homeostasis; KRAS Signaling Dn; KRAS Signaling Up; Estrogen Response Late,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1279566001618992,LOW,594
MARCH6,0.3887473988972348,Vascular_smooth_muscle,1,1.946673554270827,0.007027776100516,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12774947977944695,LOW,595
KCNMB4,0.388271498117129,Scar-associated_endothelial_ACKR1pos,1,2.131859621603424,0.0184618063183934,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1276542996234258,LOW,596
RPL11,0.14640935443171038,Kupffer_cells,1,0.5036532272545676,0.0477610082930898,0.32,8,Oxidative Phosphorylation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12728187088634207,LOW,597
EHD3,0.38470134404910566,Sinusoidal_endothelial,1,2.1154282581668866,0.0194653679417419,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12694026880982112,LOW,598
NDFIP2,0.3842777016065979,Kupffer_cells,1,1.5574513278523672,0.0011386089432515,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12685554032131957,LOW,599
CCDC109B,0.383034801799092,Scar-associated_endothelial_ACKR1pos,1,1.9357540796461428,0.0082748926659522,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1266069603598184,LOW,600
MT2A,0.3228866007372359,Sinusoidal_endothelial,1,1.470345407790692,0.0076911431368452,0.08,12,G2-M Checkpoint; Xenobiotic Metabolism; Interferon Gamma Response; Hypoxia,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1265773201474472,LOW,601
ATP1B1,0.2474714216329595,Kupffer_cells,1,1.1277337986449936,0.0240741750577155,0.18,3,Oxidative Phosphorylation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1264942843265919,LOW,602
SLC7A5,0.3824561483900507,CD4_T_cells,1,2.184683573382247,0.0302401015648674,0.0,18,Estrogen Response Late; mTORC1 Signaling; G2-M Checkpoint; Unfolded Protein Response; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12649122967801013,LOW,603
CTSC,0.3660516617012731,Scar-associated_endothelial_ACKR1pos,1,1.9338895964393004,0.0157279242270236,0.02,19,Complement; mTORC1 Signaling; Protein Secretion,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12621033234025464,LOW,604
S100A11,0.4055257315943865,Kupffer_cells; Myofibroblasts; NK_T_cells; Scar-associated_macrophages; Vascular_smooth_muscle,5,1.2607139055514065,0.0019744686624689,0.1,14,Cholesterol Homeostasis,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.12610514631887731,LOW,605
PKP4,0.3805202299348824,Scar-associated_endothelial_ACKR1pos,1,1.6987480832379738,0.0027101411364176,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1261040459869765,LOW,606
C1orf56,0.37885691773927566,Vascular_smooth_muscle,1,2.117298241973537,0.0245937776364943,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12577138354785514,LOW,607
RGS10,0.37872149313690684,Kupffer_cells,1,1.1177668390811788,0.0001485598401575,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12574429862738137,LOW,608
EAF1,0.3775894882672144,Kupffer_cells,1,2.018598003317738,0.0155817130758667,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1255178976534429,LOW,609
PRSS35,0.3764703663229405,CD4_T_cells,1,2.236193308704885,0.0495236172468242,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1252940732645881,LOW,610
STK17B,0.27559363736022013,Monocytes; Scar-associated_macrophages,2,1.151181968922922,0.0308720932619198,0.0,0,,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.12511872747204403,LOW,611
MT-ND6,0.2008217851470688,Kupffer_cells,1,0.8805200699249838,0.0407081638657922,0.0,0,,0.0,0,,0.5,0.05559487092951222,0.0,False,0.13898717732378055,False,0.1249111513603589,LOW,612
CH17-373J23.1,0.37401770374766863,Kupffer_cells,1,1.6893116908111188,0.0033143440105597,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12480354074953373,LOW,613
FAM212A,0.3735995588133051,Scar-associated_macrophages,1,2.215582901018601,0.049757464779423,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12471991176266102,LOW,614
EIF4EBP1,0.35816188900217966,NK_T_cells,1,1.3920009126134854,0.0013303641850612,0.02,10,Unfolded Protein Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12463237780043594,LOW,615
KCNN3,0.37256476914989006,Sinusoidal_endothelial,1,2.194134601747844,0.0463918670763708,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12451295382997801,LOW,616
IL6R,0.0,,0,0.0,1.0,0.0,0,,0.5,20,ADAM17-IL6R; ADAM10-IL6R,0.0,0.09480004119334046,0.0,False,0.16902056349833916,False,0.12405309482308599,LOW,617
SLC4A10,0.3700377055681563,CD4_T_cells,1,1.7181558329554278,0.0044753703515733,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12400754111363127,LOW,618
CSTA,0.3680841511629597,Kupffer_cells,1,1.7523423879254982,0.0057459036951161,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12361683023259196,LOW,619
CFAP20,0.36779547799036505,Sinusoidal_endothelial,1,1.5649841142883831,0.0022275006683855,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12355909559807302,LOW,620
EPHA1-AS1,0.36765302555558216,CD8_T_cells,1,1.878777312104518,0.0111560452628737,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12353060511111644,LOW,621
VMO1,0.3674193855143634,Sinusoidal_endothelial,1,1.7789907045197615,0.0067554806051833,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12348387710287267,LOW,622
RIC3,0.36703431231158845,CD4_T_cells,1,2.1654229036197448,0.0495236172468242,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12340686246231769,LOW,623
KDR,0.0,,0,0.0,1.0,0.0,0,,0.5,20,CXCL8-KDR; VTN-KDR; TIMP3-KDR,0.0,0.08306971966735166,0.0,False,0.18406399399696818,False,0.12337702901638314,LOW,624
PPARA,0.0,,0,0.0,1.0,0.0,2,Fatty Acid Metabolism,0.0,0,,0.0,0.2187734268404264,0.0,False,0.45684375776156716,False,0.12321992037434167,LOW,625
HYAL1,0.3637956558307811,Scar-associated_endothelial_ACKR1pos,1,1.8557234129895257,0.011496585569358,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12275913116615622,LOW,626
DHRS7,0.18339372858715097,Kupffer_cells,1,0.763464103299469,0.043654071265942,0.23999999999999996,16,Adipogenesis; Xenobiotic Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12267874571743019,LOW,627
SRSF6,0.3632222655390537,Vascular_smooth_muscle,1,1.9855023431347405,0.0228308985127191,0.0,1,DNA Repair,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12264445310781075,LOW,628
SLC9A3R2,0.46278455682324915,Endothelial_capillary; Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos,3,1.5622207667243295,0.0011067216724246,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.12255691136464983,LOW,629
ART4,0.362513514854928,Sinusoidal_endothelial,1,1.958908963226208,0.0204757168451509,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1225027029709856,LOW,630
PRKX,0.3621456826652302,Vascular_smooth_muscle,1,2.0789160138558924,0.0383753179165737,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12242913653304605,LOW,631
JCHAIN,0.36108925125798336,Sinusoidal_endothelial,1,2.0797468693493526,0.0401333601166556,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12221785025159668,LOW,632
LIPA,0.2662031484722875,Kupffer_cells,1,1.094846689938367,0.0099145613187199,0.0,4,Complement,0.0,0,,0.5,0.03457046140640176,0.0,False,0.06674451333326586,False,0.12189492204604782,LOW,633
SIGLEC14,0.359221554992017,Kupffer_cells,1,1.5937256218351092,0.0035858042401777,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12184431099840341,LOW,634
ADRB2,0.0,,0,0.0,1.0,0.0,0,,0.5,20,VEGFB-ADRB2; GNAS-ADRB2; POMC-ADRB2; ADM-ADRB2; TF-ADRB2,0.0,0.07943942026925065,0.0,False,0.17953982407790747,False,0.12179082867899878,LOW,635
RIN3,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.37494926010143464,0.5986341424360703,True,0.18680073171745515,False,0.12175742478297694,LOW,636
RIN2,0.35846486521427123,Sinusoidal_endothelial,1,1.8932668997788529,0.0170940652370326,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12169297304285426,LOW,637
PPP4R3B,0.3579917229201998,Vascular_smooth_muscle,1,2.017669614493608,0.0328989122621038,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12159834458403997,LOW,638
ANPEP,0.357576045522494,Sinusoidal_endothelial,1,1.9805014534527303,0.0276384435538303,0.0,1,Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12151520910449881,LOW,639
IKZF2,0.35490463943061834,CD4_T_cells,1,2.0744503570124686,0.0495236172468242,0.0,1,IL-2/STAT5 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12098092788612368,LOW,640
TSPYL1,0.45410494545522045,Kupffer_cells; Vascular_smooth_muscle,2,1.967065920470956,0.0030965609992049,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.12082098909104409,LOW,641
SH3BP5,0.423460461724327,Kupffer_cells; Vascular_smooth_muscle,2,2.298905181276776,0.0420264620041248,0.04,6,Estrogen Response Early,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.12069209234486541,LOW,642
MMP19,0.35340719384850133,Kupffer_cells,1,1.9344650891527235,0.0256266248782653,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12068143876970028,LOW,643
UPK3A,0.35296033021276885,Scar-associated_macrophages,1,1.5047730811146676,0.0028924643175072,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12059206604255378,LOW,644
SCT,0.0,,0,0.0,1.0,0.0,0,,0.5,20,SCT-VIPR2; SCT-GPR20; SCT-ADRB2; SCT-RAMP2; SCT-RAMP3,0.0,0.08787202203842186,0.0,False,0.1566684834069026,False,0.12046827802064085,LOW,645
TOP1MT,0.3520620332649279,Scar-associated_endothelial_PLVAPpos,1,2.040318891650545,0.0463811408642047,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12041240665298558,LOW,646
SRPX,0.35109192036097303,Vascular_smooth_muscle,1,1.8695107797305783,0.0200879858313882,0.0,7,Hypoxia; Apical Surface,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12021838407219461,LOW,647
SRGN,0.4359362530942101,Kupffer_cells; Sinusoidal_endothelial,2,1.635234442384045,0.001068463209266,0.02,8,Allograft Rejection,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.12018725061884203,LOW,648
SCAMP5,0.35007860057598705,Sinusoidal_endothelial,1,1.9804708173423635,0.0368470664726863,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12001572011519741,LOW,649
CD2,0.0,,0,0.0,1.0,0.3,26,Apical Junction; KRAS Signaling Up; Apoptosis; Interferon Gamma Response; IL-2/STAT5 Signaling,0.5,20,CD59-CD2,0.0,0.0,0.0,False,0.0,False,0.12,LOW,650
ICAM4,0.0,,0,0.0,1.0,0.3,7,Apical Junction; heme Metabolism; Inflammatory Response,0.5,20,ICAM4-ITGA4; ICAM4-ITGAL; ICAM4-ITGAM; ICAM4-ITGB1; ICAM4-ITGAV,0.0,0.0,0.0,False,0.0,False,0.12,LOW,651
ADM,0.0,,0,0.0,1.0,0.09,17,Hypoxia; Oxidative Phosphorylation; Fatty Acid Metabolism; Epithelial Mesenchymal Transition; Inflammatory Response,0.5,20,ADM-ADRB2; ADM-RAMP2,0.0,0.06056189084657501,0.0,False,0.1079767982013503,False,0.1198369924418463,LOW,652
ID1,0.258857357796174,Vascular_smooth_muscle,1,1.3194686667037543,0.0414823447098486,0.12000000000000001,19,Mitotic Spindle; UV Response Dn; TGF-beta Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11977147155923482,LOW,653
RNASE6,0.3482986747872275,Kupffer_cells,1,1.016125528438289,0.0002838434107127,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1196597349574455,LOW,654
CASQ2,0.34806534500693376,Vascular_smooth_muscle,1,1.9083312201481024,0.0275199069620606,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11961306900138675,LOW,655
CNTLN,0.3475042229698064,Kupffer_cells,1,1.167329045635853,0.0006343478852207,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11950084459396128,LOW,656
IRF2BPL,0.34707175641290716,Vascular_smooth_muscle,1,1.870601732234572,0.0235702106968567,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11941435128258143,LOW,657
HM13,0.34681235914458797,Kupffer_cells,1,1.2412492980274124,0.0009508801636353,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1193624718289176,LOW,658
WDFY4,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.36375842863837826,0.5699975202905855,True,0.18932621106079908,False,0.11933853881871442,LOW,659
ANKRD22,0.3462705501121078,Scar-associated_macrophages,1,1.8860644151731123,0.026307429833836,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11925411002242156,LOW,660
RPL18,0.16578597797791575,Kupffer_cells,1,0.61073615927078,0.0392727969413247,0.24,21,Myc Targets V1; p53 Pathway,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11915719559558315,LOW,661
DNASE1L3,0.3456993886752303,Scar-associated_macrophages,1,1.4143864304380247,0.0024067139685047,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11913987773504607,LOW,662
JAK1,0.26125852799542126,Kupffer_cells,1,0.7672011269660439,0.00224172633268,0.02,2,Estrogen Response Late,0.0,0,,0.5,0.02462864048148432,0.0,False,0.05141718793413215,False,0.11912144390957516,LOW,663
NCKAP5,0.3440618719477884,Scar-associated_macrophages,1,1.814629981369695,0.0198676516761321,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11881237438955769,LOW,664
HIVEP1,0.34403873853964706,Scar-associated_macrophages,1,1.9383454863687253,0.0374503118548905,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11880774770792941,LOW,665
RAD51B,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.3660099685379794,0.5850159748774211,True,0.18185516900563586,False,0.11878076748534022,LOW,666
WTAP,0.3417383511677101,Kupffer_cells,1,1.7166618301057677,0.0131572425474143,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11834767023354203,LOW,667
SLC2A3,0.2665213339016498,Kupffer_cells,1,1.3489636650427996,0.0359480056878259,0.1,13,Hypoxia; TNF-alpha Signaling via NF-kB; mTORC1 Signaling; IL-2/STAT5 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11830426678032996,LOW,668
TMSB4X,0.3412285498577638,Scar-associated_endothelial_ACKR1pos,1,0.9755455593664312,0.0003025077623889,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11824570997155276,LOW,669
CTSD,0.2509162336817346,Scar-associated_endothelial_ACKR1pos,1,1.1595701116068002,0.0248247704992799,0.12000000000000001,19,Complement; p53 Pathway,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11818324673634693,LOW,670
IGF2BP2,0.44038810210690854,Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,2,2.31308130571436,0.0293517282398853,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.11807762042138172,LOW,671
PLPP1,0.32411894975560873,Sinusoidal_endothelial,1,1.805281023933962,0.0407148756586253,0.02,9,Androgen Response; IL-2/STAT5 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11782378995112175,LOW,672
SERPINB9,0.3386720404954702,Scar-associated_endothelial_ACKR1pos,1,1.8443145725354455,0.0284408662255915,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11773440809909404,LOW,673
PTPN1,0.32349596517385515,Kupffer_cells,1,1.7343803890952991,0.0290121038167708,0.02,8,p53 Pathway; Interferon Gamma Response; PI3K/AKT/mTOR  Signaling; IL-6/JAK/STAT3 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11769919303477104,LOW,674
HLA-DPB1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,HLA-DPB1-CD4; HLA-DPB1-LAG3; TNFSF13B-HLA-DPB1,0.0,0.08251155367259888,0.0,False,0.14711121557873136,False,0.11769457075495943,LOW,675
ENPP1,0.337345574577373,Scar-associated_macrophages,1,1.889593486284356,0.0377285742118664,0.0,2,IL-2/STAT5 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11746911491547461,LOW,676
MS4A6A,0.3370743455425991,Sinusoidal_endothelial,1,1.6712121056910465,0.0124709322614986,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11741486910851982,LOW,677
ID3,0.36199976542857637,NK_T_cells; Vascular_smooth_muscle,2,1.4533649799452022,0.0009004397326821,0.1,13,KRAS Signaling Up; TGF-beta Signaling,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.11739995308571527,LOW,678
EOMES,0.33664372090937233,CD4_T_cells,1,1.341616074851754,0.0023476879637738,0.0,4,IL-2/STAT5 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11732874418187447,LOW,679
EVA1B,0.3364787863848564,Vascular_smooth_muscle,1,1.8408669278986056,0.0303973428746142,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11729575727697128,LOW,680
C11orf96,0.33573405181412186,Kupffer_cells,1,1.8356836144823123,0.0304599643590828,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11714681036282437,LOW,681
MT1M,0.3356534577270004,Vascular_smooth_muscle,1,1.9199310579206148,0.0470207082707452,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11713069154540008,LOW,682
RP11-255M2.3,0.4353859761830266,Scar-associated_macrophages; T_cells_low_quality; Vascular_smooth_muscle,3,2.0820575810456776,0.029234659430169,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.11707719523660533,LOW,683
CCDC102B,0.3352959891182992,Vascular_smooth_muscle,1,1.751041295410525,0.0200879858313882,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11705919782365985,LOW,684
HNRNPH1,0.3351105366087256,Vascular_smooth_muscle,1,1.813057656499992,0.0277869835712258,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11702210732174512,LOW,685
HLA-DRA,0.0,,0,0.0,1.0,0.28,8,Allograft Rejection,0.5,20,HLA-DRA-CD4; HLA-DRA-LAG3,0.0,0.0,0.0,False,0.0,False,0.11699999999999999,LOW,686
FGA,0.0,,0,0.0,1.0,0.27999999999999997,12,Unfolded Protein Response; Protein Secretion; Coagulation,0.5,20,FGA-CDH5; FGA-PLAUR; FGA-ITGB1,0.0,0.0,0.0,False,0.0,False,0.11699999999999999,LOW,687
JUNB,0.21488648466712051,Kupffer_cells,1,0.866538406926454,0.0220901921293553,0.16000000000000003,26,UV Response Up; TGF-beta Signaling; Reactive Oxygen Species Pathway,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11697729693342411,LOW,688
CTTN,0.3197226355331605,Vascular_smooth_muscle,1,1.6987994752153928,0.0279511288799963,0.02,2,Mitotic Spindle,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11694452710663211,LOW,689
CPEB4,0.3339128034359983,Sinusoidal_endothelial,1,1.8096476607382048,0.0285907702403532,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11678256068719967,LOW,690
HIST1H1C,0.33262142873128,Plasma_cells,1,1.908194476962576,0.0497441131052148,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.116524285746256,LOW,691
SEL1L3,0.3324368990433172,Kupffer_cells,1,1.2186216179491118,0.0014703917449227,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11648737980866344,LOW,692
ANKH,0.22728812494089912,Kupffer_cells,1,0.9618841757423732,0.0223555302250802,0.13999999999999999,9,Androgen Response; KRAS Signaling Up; Apoptosis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11645762498817983,LOW,693
PYGL,0.20898831733600684,Kupffer_cells,1,0.8945888279746091,0.03197691415381,0.02,1,Glycolysis,0.0,0,,0.5,0.040320298127881585,0.0,False,0.0768634701637464,False,0.11640725852373374,LOW,694
XBP1,0.2846804437231637,Plasma_cells,1,1.5425182668388642,0.0482107967324463,0.06,18,Estrogen Response Late; mTORC1 Signaling; IL-2/STAT5 Signaling; Unfolded Protein Response; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11593608874463274,LOW,695
FAM107B,0.3278096127364661,Kupffer_cells,1,1.11469826722062,0.0010318432200359,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11556192254729322,LOW,696
PRKAR1A,0.3270483710688117,Kupffer_cells,1,1.1089889547132117,0.0010318432200359,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11540967421376234,LOW,697
GPR157,0.3270186684213234,Scar-associated_macrophages,1,1.719366060132013,0.023469418357017,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11540373368426468,LOW,698
TUFM,0.1620150914959333,Kupffer_cells,1,0.6293267532576413,0.049917447655463,0.21999999999999997,15,Myc Targets V1,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11540301829918666,LOW,699
PIP4K2A,0.32691697290694444,Vascular_smooth_muscle,1,1.7467278269811346,0.0271019898424346,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1153833945813889,LOW,700
AC023590.1,0.32641391362809574,Scar-associated_macrophages,1,1.8288251717534625,0.0420556203422764,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11528278272561915,LOW,701
C1orf228,0.3263688481487425,CD8_T_cells,1,1.7191639211896537,0.0240371772980746,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1152737696297485,LOW,702
GSTK1,0.18854066152776694,Kupffer_cells,1,0.67231977191886,0.0224749937069253,0.18,20,Bile Acid Metabolism; Pperoxisome,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11470813230555339,LOW,703
MAPK6,0.32331249447390875,Kupffer_cells,1,1.543793199615929,0.0110181829716395,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11466249889478175,LOW,704
KCNJ8,0.28559086880549894,Vascular_smooth_muscle,1,1.4916602591868482,0.0358882897454497,0.05,1,Angiogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1146181737610998,LOW,705
TSPAN4,0.3080145576003197,Vascular_smooth_muscle,1,1.5714445335942355,0.0228308985127191,0.02,3,Apical Junction,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11460291152006395,LOW,706
LCP2,0.17284732804921546,Kupffer_cells,1,0.6598013277410609,0.0384978407734392,0.2,15,Complement; Allograft Rejection; Interferon Gamma Response; Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.11456946560984309,LOW,707
